filename	off0	off1	code	span	semantic_rel
es-S1139-76322009000200009-1	980	1008	830000008	orofaringe estaba hiperémica	EXACT
es-S1698-44472005000400012-1	432	460	408573005	ortopantomografía era normal	NARROW
es-S1130-05582009000400005-1	838	874	234978004	oscurecimiento en torno a los ápices	NARROW
es-S1699-695X2016000200010-1	77	95	301354004	otalgia unilateral	EXACT
es-S1139-76322016000400012-1	415	449	394891000	Otoemisiones correctas bilaterales	EXACT
es-S1135-76062009000300004-1	852	861	26322001	otorragia	EXACT
es-S1130-05582012000400006-1	405	414	26322001	otorragia	EXACT
es-S1699-695X2015000100011-1	3778	3816	66998000	ovario ligeramente aumentado de tamaño	EXACT
es-S1130-05582013000200006-1	271	282	128462008	p T3b Nx M1	NARROW
es-S1134-80462009000800008-1	898	929	274643008	palidez de mucosas y tegumentos	EXACT
es-S1135-76062003000400006-1	737	752	274643008	palidez intensa	EXACT
es-S1139-76322014000400007-1	836	842	274643008	pálido	EXACT
es-S1137-66272016000200015-1	781	787	274643008	pálido	EXACT
es-S1139-76322013000500010-1	917	994	301409004+301410009	palpación resultaba dolorosa a nivel del hipogastrio y la fosa ilíaca derecha	COMPOSITE
es-S1137-66272008000300009-1	737	770	443607001+28543008	palparse masas ni visceromegalias	COMPOSITE
es-S1139-76322016000300007-1	404	465	444827008	papilla de frutas, la aparición en ambas sienes de un eritema	NARROW
es-S1699-695X2016000200009-1	1070	1102	60389000+394679006	parálisis y espasticidad de MMII	COMPOSITE
es-S1130-14732005000400006-1	2279	2290	1845001	paraparesia	EXACT
S0004-06142005001000011-3	787	798	1845001	paraparesia	EXACT
es-S1130-14732005000500006-1	1613	1634	1845001	paraparesia bilateral	EXACT
es-S1699-695X2015000300010-1	1021	1055	1845001	paraparesia de predominio proximal	NARROW
es-S1130-05582010000100007-1	42	65	444818007	parcialmente desdentado	EXACT
es-S1130-05582016000400228-1	555	588	301201004	paredes del seno de grosor normal	NARROW
es-S1137-66272009000100010-1	1058	1150	106150003+20658008+827065006+49051001	pares craneales, fuerza, tono muscular y reflejos osteotendinosos eran normales y simétricos	COMPOSITE
es-S1137-66272009000300015-1	371	378	44695005	paresia	EXACT
es-S1130-14732005000200003-1	3863	3885	95666008	paresia facial nuclear	NARROW
es-S1137-66272009000300015-1	867	921	713512009	paresia grado 3 MRC de deltoides y de tríceps braquial	NARROW
es-S1137-66272009000300015-1	4224	4261	66490000	paresia marcada en territorio del CPE	NARROW
es-S1130-14732005000200003-1	3812	3848	398760006	paresia nuclear del VI par izquierdo	NARROW
es-S1137-66272009000300015-1	193	285	102568007+309087008	paresia para la dorsiflexión del pie izquierdo y parestesias dolorosas en el dorso del mismo	COMPOSITE
es-S1130-14732005000200003-1	3524	3554	827047007+307405000	paresia transitoria de X y XII	COMPOSITE
es-S1130-05582010000200006-1	141	215	1141007	parestesia de la zona mencionada, especialmente a nivel del labio inferior	NARROW
es-S1137-66272009000300015-1	3935	3956	786837007	parestesias dolorosas	EXACT
S0004-06142005001000011-1	1409	1453	429783005	parestesias en ambas extremidades inferiores	EXACT
es-S1130-63432013000600017-1	105	149	95673003	parestesias en ambas extremidades superiores	EXACT
es-S1137-66272009000300015-1	934	1002	15973661000119106+429783005	parestesias en cara externa del brazo izquierdo y ambas pantorrillas	COMPOSITE
es-S1137-66272009000300015-1	51	88	762374005	parestesias en dedo pulgar de la mano	NARROW
es-S1699-695X2016000200010-1	1060	1086	95665007	parestesias en la hemicara	NARROW
es-S1137-66272009000300013-1	323	342	840319006	parestesias en mano	EXACT
es-S1130-14732005000400006-1	204	247	309087008	parestesias en zonas distales de ambos pies	EXACT
es-S1137-66272006000300009-1	626	638	866245002	patella baja	EXACT
es-S1137-66272009000300015-1	2276	2308	298366004	patrón de máximo esfuerzo simple	NARROW
es-S1137-66272014000100021-1	1123	1156	233703007	patrón intersticial lineal difuso	NARROW
es-S1137-66272011000100013-1	892	921	445249002	patrón micronodular bilateral	NARROW
es-S1699-695X2015000300010-1	1806	1822	102957003	patrón neurógeno	NARROW
es-S1137-66272015000300014-1	766	784	36485005	patrón restrictivo	NARROW
es-S1888-75462014000200009-1	2017	2031	251150006	patrón sinusal	EXACT
es-S1137-66272009000300015-1	4564	4617	62330004	patrones de máximo esfuerzo marcadamente deficitarios	NARROW
es-S1139-76322009000700014-1	1350	1371	302786005	Paul Bunell: negativo	EXACT
es-S1139-76322009000700015-1	1379	1400	302786005	Paul Bunnell negativo	EXACT
es-S1130-05582015000300004-1	1088	1115	298366004	pedículo dependiente de ATM	NARROW
S0004-06142005001000011-3	1385	1434	277126002	PEES: patológicos a nivel de tibiales posteriores	NARROW
es-S1139-76322014000500011-1	1061	1078	56020001	peloteo rotuliano	EXACT
es-S1135-76062016000100006-1	5043	5084	704423008	pensamientos relacionados con el abandono	NARROW
es-S1135-76062009000400004-1	3262	3312	246644008	percibía halos cromáticos alrededor de las figuras	EXACT
es-S1699-695X2016000200009-1	1707	1742	15203004	pérdida brusca de la agudeza visual	EXACT
es-S1137-66272016000200014-1	2375	2424	398993007	pérdida concéntrica del 50% del espacio articular	NARROW
es-S1130-63432014000600009-1	795	819	89362005	pérdida de 10 kg de peso	EXACT
es-S1699-695X2014000300011-1	1549	1574	170728008	pérdida de agudeza visual	EXACT
es-S1130-14732006000400004-1	619	675	762305005	pérdida de altura en los cuerpos vertebrales de C4-C5-C6	NARROW
es-S1130-14732006000300007-1	1056	1134	429783005+279079003	pérdida de fuerza con parestesias-disestesias en ambas extremidades inferiores	COMPOSITE
es-S1130-14732006000400004-1	401	443	713512009	pérdida de fuerza en el deltoides y bíceps	NARROW
es-S1579-699X2004000400002-1	3494	3534	60032008	pérdida de la capacidad de concentración	EXACT
S0004-06142007000100011-1	726	752	193699007	pérdida de la visión total	EXACT
S0004-06142005000700014-1	1467	1506	236763001	pérdida del límite epidídimo-testicular	NARROW
es-S1135-76062009000400004-1	2037	2064	127563002	pérdida hemática fue mínima	EXACT
es-S1130-05582017000100037-1	226	270	713514005	pérdida progresiva de fuerza en extremidades	NARROW
es-S1137-66272012000100018-1	686	708	32834005	pérdidas de conciencia	EXACT
es-S1130-63432015000400006-1	3033	3052	47417003	pérdidas digestivas	EXACT
es-S1887-85712015000100005-1	853	879	89362005	perdido unos 20 kg de peso	EXACT
es-S1137-66272014000100021-1	681	706	161832001	perdido unos 5 Kg de peso	EXACT
es-S1137-66272013000200022-1	1103	1143	165622003+1148806002	Perfil férrico y autoinmunidad negativos	COMPOSITE
es-S1137-66272009000300013-1	216	235	44031002	periodo confusional	EXACT
es-S1134-80462009000800008-1	1117	1137	61539000	peristalsis presente	EXACT
es-S1137-66272008000300009-1	772	796	77853002	peristaltismo disminuido	EXACT
es-S1130-14732005000600008-1	1461	1488	301171005	permeabilidad de la arteria	NARROW
es-S1135-76062014000300006-1	1665	1727	423716004	petequias en la conjuntiva tarsal de ambos párpados inferiores	NARROW
es-S1130-05582017000200117-1	885	930	283330004+283339003	picaduras en miembros superiores e inferiores	COMPOSITE
es-S1137-66272011000300023-1	651	726	276444007	picor en cara, cuero cabelludo, tronco, extremidades superiores y genitales	EXACT
es-S1134-80462008000200008-1	1241	1278	307408003	pie de aspecto isquémico, dedos fríos	EXACT
es-S1130-14732009000600006-1	346	368	225544001	piel de aspecto normal	EXACT
es-S1698-69462006000300015-1	359	381	225544001	piel de aspecto normal	EXACT
es-S1130-05582014000200008-1	544	612	415531008	piel y mucosa que recubría la lesión era de características normales	NARROW
es-S1135-76062010000200004-1	215	237	419045004	pierde el conocimiento	EXACT
es-S1139-76322016000400020-1	374	394	419045004	pierde la conciencia	EXACT
es-S1130-05582009000400004-1	449	485	860975008	piezas dentarias se observaban sanas	EXACT
es-S1130-63432013000100011-1	2575	2608	46690002	pigmentación cutánea generalizada	NARROW
es-S1134-80462015000200004-1	1225	1266	713314006	pinchazos intensos en extremidad inferior	NARROW
es-S1131-57682003000300008-1	599	620	16331000	pirosis retroesternal	EXACT
es-S1137-66272013000300020-1	148	169	16331000	pirosis retroesternal	EXACT
es-S1699-695X2015000100011-1	3360	3448	167724007	PL, siendo la reacción en cadena de polimerasas para micoplasma y micobacterias normales	NARROW
es-S1699-695X2015000200013-1	528	688	2028007	placa, indurada a la palpación, con un área discrómica central y un halo violáceo, de distribución lineal en el tercio medio-distal en la zona externa del muslo	NARROW
es-S1139-76322016000300007-1	1095	1207	72768000	placas eritematosas, de color rojo tenue y de límites mal definidos, localizadas en la región temporal bilateral	NARROW
es-S1137-66272006000500012-1	1281	1299	165555003	plaquetas normales	EXACT
es-S1137-66272009000100014-1	2048	2080	165555003+165562007	plaquetas y coagulación normales	COMPOSITE
S0004-06142005001000011-1	1820	1869	91454002	pleocitosis linfocitaria sin bandas oligoclonales	NARROW
es-S1579-699X2004000400002-1	4174	4234	299718000	pobre diferenciación entre sustancia gris y sustancia blanca	NARROW
es-S1699-695X2015000100011-1	354	371	288578001	poco comunicativa	NARROW
S0004-06142006000700013-1	202	222	31462008	polaquiuria nocturna	NARROW
es-S1137-66272010000300010-1	743	753	139104001	polidipsia	EXACT
es-S1139-76322009000500006-1	662	714	40720005	porción quística supraselar de contenido proteináceo	NARROW
es-S1139-76322009000500006-1	773	829	299718000	porción sólida intraselar isointensa a la sustancia gris	NARROW
es-S1134-80462013000200002-1	329	354	723542006	portador de sonda uretral	EXACT
es-S1130-05582015000300004-1	1137	1241	298366004	posición del menisco articular y desplazamiento del cóndilo mandibular con boca abierta y cerrada normal	NARROW
es-S1131-57682001000100007-2	685	728	365592001	positiva la serología a Bartonella henselae	NARROW
es-S1139-76322015000100012-3	358	439	365706007	positivo para la detección rápida de antígeno estreptocócico en la muestra rectal	NARROW
S0004-06142005001000011-1	2032	2060	274679000	positivos para HTLV-I en LCR	NARROW
es-S1139-76322014000400007-1	487	507	111953009	posturas antiálgicas	EXACT
es-S1137-66272009000300015-1	2321	2384	164722000	potenciales de unidad motora (PUMs) de características normales	NARROW
es-S1139-76322016000400012-1	1343	1394	102970007	potenciales evocados auditivos, que fueron normales	EXACT
S0004-06142005001000011-1	1875	1931	102962002	potenciales evocados resultaron alterados a nivel tibial	NARROW
es-S1139-76322016000300013-1	1032	1067	391561002	predominio relativo de linfocitos T	NARROW
es-S1888-75462014000200009-1	945	969	195060002	preexcitación permanente	NARROW
es-S1137-66272006000500012-1	1974	2006	269938000	presencia de parásitos hemáticos	NARROW
es-S1137-66272009000300013-1	475	517	72970002	presión, frecuencia y temperatura normales	EXACT
es-S1139-76322015000300009-1	618	646	128130001	problema óseo en las muñecas	EXACT
es-S1139-76322009000500006-1	333	361	85974009	proceso expansivo intraselar	NARROW
es-S1130-63432014000200011-1	757	775	95320005	progresión cutánea	NARROW
es-S1130-05582017000200099-1	778	813	15409002	proliferación de células fusiformes	NARROW
es-S1139-76322015000100011-1	127	150	229719002	prolongación de sonidos	NARROW
es-S1137-66272008000500007-1	774	808	267042006	prominencia de las venas cefálicas	NARROW
es-S1137-66272009000100013-1	714	742	363646005	prominencia hiliar bilateral	NARROW
S0004-06142006000700013-1	489	526	446419007	próstata con ligero aumento de tamaño	EXACT
S0004-06142007000500017-1	217	275	249607009	próstata de consistencia adenomatosa y de tamaño aumentado	EXACT
S0004-06142005001000016-1	340	376	366292007	próstata de tamaño medio, bilobulada	NARROW
es-S1139-76322009000700014-2	1944	1955	29738008	Proteinuria	EXACT
es-S1130-05582016000400228-1	69	104	301189006	protrusión a nivel de la raíz nasal	EXACT
es-S1137-66272011000100012-1	842	874	391118006	prueba broncodilatadora positiva	EXACT
es-S1139-76322009000200009-1	1867	1905	168174000	prueba de cloruros en sudor fue normal	EXACT
es-S1130-63432016000600014-1	1375	1441	268375009+165142008	prueba de Mantoux y una broncoscopia, ambas con resultado negativo	COMPOSITE
es-S1139-76322017000200007-1	898	937	268376005	prueba de tuberculina, que fue positiva	EXACT
es-S1139-76322013000500010-1	1135	1187	166315009	pruebas analíticas no mostraban hallazgos de interés	EXACT
es-S1130-63432013000500014-1	1224	1272	164965006	pruebas cutáneas realizadas resultaron negativas	EXACT
es-S1137-66272006000500012-1	1500	1538	165562007	pruebas de coagulación fueron normales	EXACT
S0004-06142005001000011-1	512	553	165082004	pruebas de esfuerzo posteriores negativas	EXACT
es-S1134-80462015000100006-1	2620	2653	167179007	pruebas de función renal normales	EXACT
es-S1137-66272014000100021-1	1361	1422	165018007	pruebas de función respiratoria (PFR) dentro de la normalidad	EXACT
es-S1889-836X2016000100006-1	1888	1939	165018007	pruebas de función respiratoria resultaron normales	EXACT
es-S1137-66272012000200017-1	1465	1506	165018007	pruebas de función respiratorias normales	EXACT
es-S1139-76322011000200007-1	2009	2064	1148806002	pruebas de inmunidad, siendo todas las pruebas normales	EXACT
es-S1130-63432013000500014-1	2533	2548	78934009	prurito cutáneo	EXACT
es-S1137-66272012000300021-1	2386	2402	166159005	PSA indetectable	EXACT
S0004-06142005001000016-1	470	494	166159005	PSA total que fue normal	EXACT
es-S1137-66272006000300009-1	297	333	299412000	pseudohachazo' proximal a la rótula	NARROW
es-S2254-28842013000300009-1	386	402	49293007	pseudotumoración	EXACT
S0004-06142007000300012-1	1678	1690	27167007	pT1a, Nx, Mx	NARROW
es-S1130-05582015000400010-1	2445	2455	27167007	pT3-N0, MX	NARROW
S0004-06142006000700014-1	566	573	261985008	pT3NoMo	NARROW
es-S1130-63432015000200008-1	312	320	261985008	pT3pN2M0	NARROW
es-S1130-05582011000300005-1	144	152	261985008	pT4N2bM0	NARROW
es-S1135-76062012000300014-1	894	932	125126000	Pulmones de peso discretamente elevado	NARROW
es-S1135-76062009000400004-1	1650	1695	301160009+301159004	pulso pedio y tibial posterior en ambos lados	COMPOSITE
S0004-06142006000600015-1	410	425	73155008	pulsos anómalos	EXACT
S0004-06142005000700014-1	929	957	54908008	pulsos carotídeos simétricos	EXACT
es-S1139-76322014000400009-1	1461	1488	40969002	Pulsos periféricos normales	EXACT
S0004-06142005000700014-1	1258	1299	40969002	Pulsos periféricos presentes y simétricos	EXACT
es-S1139-76322014000400009-1	597	641	40969002	pulsos periféricos son rítmicos y simétricos	EXACT
es-S1699-695X2014000300006-1	867	915	301155005	pulsos radiales están presentes y son simétricos	EXACT
es-S1137-66272009000300015-1	4620	4710	251515005	PUMs con signos de reinervación activa, irregulares (polifásicos y politurns) e inestables	NARROW
es-S1137-66272011000300023-1	3628	3673	167707001	punción lumbar donde se apreció líquido claro	EXACT
es-S1137-66272007000300014-1	674	707	118244001	puño percusión bilateral negativa	NARROW
S0004-06142006000600009-1	87	137	301417007	puñopercusión en fosa renal izquierda fue positiva	EXACT
S0004-06142006000500011-1	649	691	301417007	puñopercusión izquierda levemente positiva	EXACT
S0004-06142005000900016-1	266	302	301416003	puñopercusión renal derecha positiva	EXACT
es-S1139-76322014000400007-1	1060	1082	12584003	puntos dolorosos óseos	EXACT
es-S1130-05582017000200122-1	1824	1841	131148009	puntos sangrantes	NARROW
es-S1130-63432013000500017-1	223	254	248480008+12247531000119106	quemazón e hinchazón en piernas	COMPOSITE
es-S1130-63432014000300013-4	227	241	90673000	quemazón local	EXACT
es-S1698-69462006000100017-1	496	521	11114002	quemazón y dolor gingival	EXACT
es-S1139-76322013000500010-1	1306	1355	275734002	radiografía abdominal, que no mostró alteraciones	EXACT
es-S1130-05582009000600003-3	847	886	168547009	radiografía de ambas ATM que fue normal	EXACT
es-S1699-695X2016000200013-1	1136	1178	168733007	radiografía de tórax fue igualmente normal	EXACT
es-S1137-66272011000300023-1	1188	1241	168733007	radiografía de tórax que resultó completamente normal	EXACT
es-S1139-76322017000200007-1	1007	1068	168733007+169254007	radiografía de tórax y la ecografía abdominal fueron normales	COMPOSITE
es-S1699-695X2015000300010-1	1596	1636	168733007+168581003	Radiografía de tórax y lumbosacra normal	COMPOSITE
es-S1139-76322014000400007-1	2094	2165	168733007+167221003	radiografía de tórax y una tira reactiva de orina, que fueron negativas	COMPOSITE
es-S1139-76322009000400007-1	1481	1528	168733007	radiografía de tórax, sin hallazgos patológicos	EXACT
S0004-06142006000700013-1	1223	1297	168733007+168699003	radiografía del tórax y la gammagrafía ósea fueron negativas de metástasis	COMPOSITE
es-S1139-76322015000300009-1	518	555	168639000+168630001	radiografía normal de manos y muñecas	COMPOSITE
es-S1137-66272012000100011-1	1195	1239	168733007+275734002	radiografías de tórax y abdomen son normales	COMPOSITE
es-S1139-76322014000500011-1	1443	1487	168500000	radiografías en todo momento fueron normales	EXACT
es-S1130-14732005000400006-1	1645	1690	168733007	radiología de tórax fue informada como normal	EXACT
es-S1888-75462017000100042-1	305	346	168500000+169254007	radiología y la ecografía fueron normales	COMPOSITE
es-S1139-76322009000700015-1	1006	1033	165009005	RAST a amoxicilina negativo	NARROW
S0004-06142005001000011-3	1040	1062	246588005	RCP extensor bilateral	EXACT
es-S1130-05582009000400004-1	642	663	698194006	reabsorción radicular	EXACT
es-S1135-76062014000300006-1	2735	2844	710954001	reacción en cadena de la polimerasa (PCR) en tiempo real detectan la presencia de N. meningitidis serogrupo C	NARROW
es-S1139-76322010000600010-1	1727	1754	103625009	reacción inflamatoria focal	EXACT
es-S1699-695X2015000100011-1	3950	3958	248234008	reactiva	EXACT
es-S1130-05582017000200105-1	1561	1584	169083003	realce con el gadolinio	NARROW
es-S1130-14732005000400007-1	1499	1549	442731005	realce periférico en las secuencias post-contraste	NARROW
es-S1130-05582017000200105-1	2238	2280	118247008	realce tras la administración de contraste	NARROW
es-S1137-66272009000300015-1	4398	4469	277126002	reaparición del potencial sensitivo de baja amplitud en el nervio sural	NARROW
es-S1139-76322011000100011-1	146	167	304528007	rechazo de la ingesta	EXACT
es-S1130-05582009000500007-1	1027	1049	34570004	rechazo de la pieza 48	NARROW
es-S1139-76322015000400006-1	73	89	304528007	rechazo de tomas	EXACT
es-S1139-76322009000200009-1	171	205	304528007	rechazo parcial de la alimentación	EXACT
es-S1137-66272008000500009-1	2526	2576	304303003	recuperación completa de la movilidad de la muñeca	EXACT
es-S1137-66272016000200014-1	3514	3559	118952005	recuperación incompleta del espacio articular	NARROW
es-S1137-66272009000300015-1	2081	2170	251523007	reducción de la amplitud del PM del mediano derecho con estímulos en muñeca, codo y axila	NARROW
es-S1137-66272009000300015-1	2697	2787	277126002	reducción de la amplitud del potencial sensitivo del nervio peroneal superficial izquierdo	NARROW
es-S1130-05582008000500006-1	1653	1692	444963007	reducción del tamaño del labio inferior	NARROW
es-S1137-66272012000200017-1	398	421	63305008	reduce la luz esofágica	NARROW
es-S1130-05582015000200006-1	364	386	109639001	reducida abertura oral	EXACT
es-S1135-76062009000400004-1	3070	3129	246645009	refirió percibir formas cromáticas indistinguibles y tenues	NARROW
es-S1137-66272011000300023-1	3181	3225	271717004	Reflejo cutáneo plantar en flexión bilateral	EXACT
es-S1699-695X2015000300010-1	1236	1301	366553001	reflejo cutáneo-plantar derecho indiferente, izquierdo conservado	NARROW
S0004-06142005001000011-1	1639	1680	63833001	reflejo cutaneoplantar (RCP) en extensión	EXACT
es-S1135-76062009000400004-1	2414	2464	301946008+386665002	reflejo fotomotor y consensual estaban conservados	COMPOSITE
es-S1137-66272009000300015-1	3397	3504	164722000	reflejo H y las ondas F de cubitales, tibiales posteriores, mediano izquierdo y CPE derecho fueron normales	NARROW
es-S1139-76322009000200009-1	1106	1133	300158001	reflejo luminoso conservado	EXACT
es-S1699-695X2016000200009-1	2712	2729	49051001	reflejos normales	EXACT
S0004-06142005001000011-1	1600	1636	86854008	reflejos osteotendinosos (ROT) vivos	EXACT
es-S1134-80462013000200002-1	1499	1536	197887003	reflujo de líquido vesical hematúrico	NARROW
es-S1139-76322014000500014-1	1229	1332	407669000	región frontoparietotemporal derecha un contenido hipointenso en secuencias de T1 e hiperintensas en T2	NARROW
es-S1130-14732009000300006-1	1470	1562	407669000	región paramedial del mesencéfalo una imagen hiperintensa en la secuencias potenciadas en T2	NARROW
es-S1135-76062014000300006-1	717	739	135817005	regular estado general	EXACT
es-S1139-76322016000400011-2	162	184	135817005	regular estado general	EXACT
es-S1137-66272016000300012-1	757	779	135817005	regular estado general	EXACT
es-S1139-76322014000400007-1	812	834	135817005	regular estado general	EXACT
es-S1139-76322015000400006-1	100	115	302769004	regurgitaciones	EXACT
es-S1137-66272009000100014-1	1377	1399	45332005	relleno capilar normal	EXACT
es-S1130-05582010000200003-1	2365	2414	33005006	relleno retrógrado tardío desde la arteria facial	NARROW
es-S1130-14732006000400007-1	3836	3871	271745005	relleno total de la cavidad sinusal	NARROW
S0004-06142005000900016-1	348	395	765774003	renal derecha con adelgazamiento del parénquima	NARROW
es-S1139-76322015000100011-1	558	614	25107009+37001003	repetición de fonemas en las frases y pausas prolongadas	COMPOSITE
es-S1139-76322015000100011-1	103	124	25107009	repetición de sílabas	NARROW
es-S1139-76322009000700014-1	285	294	82272006	resfriada	EXACT
es-S1699-695X2015000100011-1	2412	2457	416318006	resonancia magnética (RM) cerebral fue normal	EXACT
es-S1699-695X2016000200009-1	1447	1496	416318006	resonancia magnética (RM) cerebral resultó normal	EXACT
es-S1139-76322015000100014-1	2923	2986	416318006	resonancia magnética (RM) cerebral urgente con resultado normal	EXACT
es-S1139-76322016000400020-1	1934	2008	416318006+164717000	resonancia magnética craneal y electroencefalograma, que resultan normales	COMPOSITE
es-S1130-05582015000400010-1	1131	1166	248398006	respeta la cortical ósea mandibular	NARROW
es-S1139-76322009000700014-1	598	615	77329001	Respiración bucal	EXACT
es-S1139-76322009000200009-1	742	766	23141003	respiración entrecortada	EXACT
es-S1699-695X2015000100011-1	3499	3528	716496003	respondía a órdenes sencillas	EXACT
es-S1699-695X2015000100011-1	2645	2672	716496003	respondía a órdenes simples	EXACT
es-S1135-76062009000200005-1	1693	1708	71419002	restos biliosos	NARROW
es-S1137-66272011000300023-1	2556	2580	67409000	restos fecales retenidos	EXACT
es-S1130-63432014000400015-1	813	850	249612005	resultado negativo de toxina en heces	NARROW
es-S1887-85712017000100004-1	1838	1885	28087009	retardo de consolidación en el foco de fractura	EXACT
es-S1130-63432014000600009-1	1121	1153	314944001	retraso del vaciamiento gástrico	EXACT
es-S1137-66272016000200014-1	1697	1714	84445001	rigidez articular	EXACT
es-S1137-66272016000200014-1	1813	1830	84445001	rigidez articular	EXACT
es-S1887-85712017000100004-1	2026	2054	249913002	rigidez articular de rodilla	EXACT
es-S1137-66272011000300023-1	2858	2874	298234007	rigidez cervical	EXACT
es-S1135-76062014000300006-1	903	918	405947006	rigidez de nuca	EXACT
es-S1137-66272009000300013-1	552	567	405947006	rigidez de nuca	EXACT
es-S1130-14732009000300006-1	432	445	405947006	rigidez nucal	EXACT
es-S1130-05582012000100005-1	388	397	289190003	rinofonía	EXACT
S0004-06142006000900014-1	967	1037	300444006	riñón derecho aumentado de tamaño, con desorganización córtico medular	NARROW
es-S1139-76322016000400012-1	1453	1474	56108007	riñón derecho pélvico	EXACT
S0004-06142006000500011-1	1150	1201	300561007	riñón derecho, la vejiga y la próstata son normales	EXACT
S0004-06142006000600012-1	336	377	249578005	riñón izquierdo sin hallazgos patológicos	NARROW
es-S1135-76062012000300014-1	1068	1090	125124002	Riñones de peso normal	NARROW
es-S1139-76322009000700014-2	1746	1796	300444006	riñones simétricos pero significativamente grandes	EXACT
S0004-06142007000500011-1	664	692	300442005	riñones son de tamaño normal	NARROW
es-S1139-76322009000200009-1	208	216	64531003	rinorrea	EXACT
es-S1130-05582012000400006-1	425	433	64531003	rinorrea	EXACT
es-S1130-05582012000400006-1	2718	2762	64531003	rinorrea unilateral ocasional por fosa nasal	EXACT
es-S1699-695X2015000100011-1	2227	2244	247985007	risas inmotivadas	EXACT
es-S1139-76322016000400012-1	736	776	55019002+1149389007	ritmo intestinal y diuresis son normales	COMPOSITE
es-S1888-75462014000200009-1	771	796	427393009	ritmo sinusal preexcitado	NARROW
es-S1130-14732006000500005-1	954	1012	416318006	RM cerebral no se evidenciaron alteraciones significativas	EXACT
es-S1139-76322015000100014-1	3591	3622	416318006	RM cerebral que persiste normal	EXACT
S0004-06142005000700014-1	1002	1007	7036007	roces	EXACT
es-S1698-44472004000200009-1	784	826	76576002	rodete de tejido blando de aspecto fibroso	EXACT
es-S1139-76322014000500011-1	971	1043	1003721002+248491001+308261000119103	rodilla derecha con dolor, inflamación y movilidad limitada a la flexión	COMPOSITE
es-S1137-66272007000300014-1	710	740	299322007	rodillas con signos flogóticos	EXACT
es-S1130-14732009000300006-1	483	502	373676004	Romberg tambaleante	EXACT
es-S1137-66272011000100013-3	409	427	24612001	roncus bilaterales	EXACT
es-S1137-66272011000100013-1	497	528	24612001	roncus y sibilantes bilaterales	EXACT
S0004-06142005001000011-3	976	1038	299873009+299877005	ROT presentes, vivos los rotulianos e hipoactivos los aquíleos	COMPOSITE
es-S1137-66272006000300009-1	213	242	276335005	rotación externa de la cadera	EXACT
es-S1139-76322013000100009-1	453	471	249612005	rotavirus en heces	NARROW
es-S1137-66272006000300009-1	420	458	299412000	rótula estaba fija y con gran tirantez	NARROW
S0004-06142007000100012-1	523	537	278968001	rubéola inmune	EXACT
es-S1137-66272006000500012-1	610	622	271811009	rubor facial	EXACT
es-S1699-695X2014000300006-1	990	1010	48409008	ruidos sobreañadidos	EXACT
es-S1889-836X2015000200005-1	844	891	168687005	Rx de pies, que no mostró hallazgos patológicos	EXACT
S0004-06142007000500011-1	530	551	168733007	Rx de tórax es normal	EXACT
es-S1130-05582015000100008-1	1772	1794	168733007	Rx de tórax fue normal	EXACT
es-S1130-63432013000600017-1	721	809	168733007+164854000	RX de tórax y electrocardiograma) no se hallaron alteraciones patológicas significativas	COMPOSITE
S0004-06142006000500002-4	1893	1940	168733007+169064005	Rx de tórax y TAC abdomino-pélvico fue negativo	COMPOSITE
es-S1130-63432014000100011-1	1594	1634	26079004	sacudidas del miembro superior izquierdo	NARROW
es-S1699-695X2015000100013-1	1477	1502	25437005	saculaciones discinéticas	NARROW
es-S1130-05582017000200122-1	1699	1772	246682000	salida a presión de coágulos y sangre procedentes del hematoma extraconal	NARROW
es-S1130-05582012000400006-1	3552	3580	85638002	salida de líquido intranasal	EXACT
es-S1139-76322015000300018-2	967	990	249418002	sangrado de mucosa oral	EXACT
es-S1137-66272009000100014-1	171	194	37372002	sangrado digestivo alto	EXACT
es-S1137-66272009000100014-1	1547	1572	249366005	sangrado en fosas nasales	EXACT
es-S1130-05582009000600006-1	45	96	86276007	sangrado gingival en los dientes postero-superiores	EXACT
es-S1130-63432013000300012-1	514	533	712510007	sangrado intestinal	EXACT
es-S1130-63432014000100012-1	3756	3778	78144005	sangrado intraalveolar	EXACT
es-S1137-66272009000500015-1	83	96	22490002	sangrado oral	EXACT
es-S1130-05582016000100005-1	1592	1613	22490002+249366005	sangrado oral y nasal	COMPOSITE
es-S1137-66272009000500015-1	1583	1609	8573003	sangrado se mantuvo activo	EXACT
es-S1130-14732008000500005-1	1166	1255	450362008	sangrado subaracnoideo en la superficie superior del cerebelo y en las folias cerebelosas	NARROW
es-S1139-76322016000200010-1	118	134	268471004	sangrado vaginal	EXACT
es-S1130-63432016000100009-1	1242	1251	131148009	sangrados	EXACT
es-S1130-14732006000300007-1	1910	1951	450379002	sangre a nivel de ligamento interespinoso	EXACT
es-S1137-66272007000300014-1	2349	2416	365691004+167570003+21534009	sangre, orina y liquido articular) la presencia de Escherichia coli	COMPOSITE
es-S1139-76322017000200010-1	1554	1663	168288005+168300004+168310008	Se aísla Staphylococcus aureus meticilin-sensible en el exudado conjuntival, faríngeo y en una lesión cutánea	COMPOSITE
S0004-06142006000700008-1	2166	2220	27863008	se observan microorganismos micóticos ni micobacterias	EXACT
es-S1137-66272009000300015-1	3004	3034	251515005	se obtuvo PM del CPE izquierdo	NARROW
S0004-06142007000300013-1	855	889	127199000	se palpaban adenopatias inguinales	EXACT
